L     1 00 1 1 2 3
000265 02 08000 026 00 025 00 026 00
000362 02 08539 027 00 026 00 027 00
000123 02 08895 028 00 027 00 028 00
000056 02 09296 029 00 028 00 029 00
L     3 00 1 1 2 3
000455 01 00000 000 00 000 00 000 00
000359 01 00255 001 00 001 00 001 00
000350 01 00722 002 00 002 00 002 00
000008 01 01116 003 00 003 00 003 00
000109 01 01706 004 00 004 00 004 00
000121 01 02104 005 00 005 00 005 00
000028 01 02556 007 00 006 00 007 00
000095 01 03237 009 00 008 00 009 00
000281 01 03600 010 00 009 00 010 00
000130 01 03993 011 00 010 00 011 00
000137 01 04417 012 00 011 00 012 00
000221 01 05185 015 00 014 00 015 00
000075 01 05617 017 00 016 00 017 00
000342 01 05929 019 00 018 02 019 02
000166 03 06169 020 00 021 00 022 00
000412 01 06657 022 00 023 00 024 00
000076 01 06967 023 00 024 00 025 00
000149 01 07305 024 00 025 00 026 00
000070 01 07629 025 00 026 00 027 00
000153 01 07927 026 00 027 00 028 00
000059 01 08467 027 00 028 00 029 00
000337 01 08883 029 00 030 00 031 00
000290 01 09555 031 00 032 00 033 00
000329 01 10268 033 00 034 00 035 00
000297 01 10745 035 00 035 00 037 00
000157 01 11002 036 00 036 00 038 00
L     3 00 2 1 2 3 5
000157 02 00000 000 00 000 00 000 00 000 00
000297 02 00319 001 00 001 00 001 00 001 00
000329 02 00885 002 00 002 00 002 00 002 00
000290 02 01515 004 00 004 00 004 00 004 00
000337 02 02272 005 00 005 00 005 00 005 00
000059 02 02832 006 00 006 00 006 00 006 00
000153 02 03168 007 00 007 00 007 00 007 00
000070 02 03549 009 00 008 00 009 00 008 00
000149 02 03763 011 00 010 00 011 00 010 00
000076 02 04206 012 00 011 00 012 00 011 00
000412 02 04440 013 00 012 00 013 00 012 00
000166 02 05017 016 00 014 00 016 00 014 00
000342 02 05253 017 00 015 02 017 02 015 00
000075 02 05555 019 00 019 00 021 00 017 00
000221 03 05966 021 00 021 00 023 00 019 00
000137 02 06558 023 00 023 00 025 00 021 00
000130 02 06995 024 00 024 00 026 00 022 00
000281 02 07390 025 00 025 00 027 00 023 00
000095 02 07651 026 00 026 00 028 00 024 00
000028 02 08440 028 00 028 00 030 00 026 00
000121 02 08968 030 00 029 00 032 00 027 00
000109 02 09260 031 00 030 00 033 00 028 00
000008 02 09864 032 00 031 00 034 00 029 00
000350 02 10261 033 00 032 00 035 00 030 00
000359 02 10738 034 00 033 00 036 00 031 00
000455 02 10986 035 00 034 00 037 00 032 00
L     4 00 1 1 2 3
000255 01 00000 000 00 000 00 000 00
000179 01 00317 001 00 001 00 001 00
000004 01 00855 002 00 002 00 002 00
000285 01 01404 004 00 003 00 004 00
000272 01 01540 005 00 004 00 005 00
000006 01 01996 006 00 005 00 006 00
000034 01 02249 007 00 006 00 007 00
000146 01 02837 010 00 008 00 010 00
000342 01 03153 012 00 010 02 012 02
000166 03 03393 013 00 013 00 015 00
000010 01 03787 015 00 015 00 017 00
000338 01 04156 016 00 016 00 018 00
000217 01 04278 017 00 017 00 019 00
L     4 00 2 1 2 3
000217 02 00000 000 00 000 00 000 00
000338 02 00227 002 00 001 00 002 00
000010 02 00599 003 00 002 00 003 00
000166 02 01102 005 00 004 00 005 00
000342 02 01338 006 00 005 02 006 02
000146 02 01628 008 00 009 00 010 00
000034 02 02169 011 00 011 00 013 00
000006 02 02508 012 00 012 00 014 00
000272 02 02839 013 00 013 00 015 00
000285 02 03126 014 00 014 00 016 00
000004 02 03528 015 00 015 00 017 00
000179 02 04069 016 00 016 00 018 00
000255 02 04520 017 00 017 00 019 00
L     5 00 1 1 2 3
000187 02 00000 000 00 000 00 000 00
000178 01 00353 002 00 002 00 002 00
000088 01 00905 004 00 004 00 004 00
000260 01 01366 005 00 005 00 005 03
000137 01 02021 007 00 007 00 010 00
000130 01 02458 008 00 008 00 011 00
000281 01 02853 009 00 009 00 012 00
000095 01 03114 010 00 010 00 013 00
000028 01 03903 012 00 012 00 015 00
000121 01 04431 014 00 013 00 016 00
000109 01 04723 015 00 014 00 017 00
000042 01 05210 017 00 016 00 019 00
000033 01 05679 018 00 017 00 020 00
000055 01 06170 020 00 019 00 022 00
000259 01 06598 021 00 020 00 023 00
000423 01 06928 022 00 021 00 024 00
L     5 00 2 1 2 3
000423 02 00000 000 00 000 00 000 00
000259 02 00495 001 00 001 00 001 00
000055 02 00941 003 00 003 00 003 00
000033 02 01433 004 00 004 00 004 00
000042 02 01906 005 00 005 00 005 00
000109 02 02390 006 00 006 00 006 00
000121 02 02788 007 00 007 00 007 00
000028 02 03240 009 00 008 00 009 00
000095 02 03921 011 00 010 00 011 00
000281 02 04284 012 00 011 00 012 00
000130 02 04677 013 00 012 00 013 00
000137 02 05101 014 00 013 00 014 00
000260 02 05846 017 00 016 00 017 03
000088 02 06194 018 00 017 00 021 00
000178 02 06871 020 00 019 00 023 00
000187 02 07043 021 00 020 00 024 00
L     5 01 1 1 2 3
000187 02 00000 000 00 000 00 000 00
000178 01 00353 002 00 002 00 002 00
000396 01 00830 003 00 003 00 003 00
000272 03 01096 004 00 004 00 004 00
000006 01 01499 005 00 005 00 005 00
000034 01 01752 006 00 006 00 006 00
000146 01 02340 009 00 008 00 009 00
000075 01 02467 010 00 009 00 010 00
000221 01 02878 012 00 011 00 012 00
000137 01 03470 014 00 013 00 014 00
000130 01 03907 015 00 014 00 015 00
000281 01 04302 016 00 015 00 016 00
000095 01 04563 017 00 016 00 017 00
000028 01 05352 019 00 018 00 019 00
000121 01 05880 021 00 019 00 020 00
000109 01 06172 022 00 020 00 021 00
000042 01 06659 024 00 022 00 023 00
000033 01 07128 025 00 023 00 024 00
000055 01 07619 027 00 025 00 026 00
000259 01 08047 028 00 026 00 027 00
000423 01 08377 029 00 027 00 028 00
L     5 01 2 1 2 3
000423 02 00000 000 00 000 00 000 00
000259 02 00495 001 00 001 00 001 00
000055 02 00941 003 00 003 00 003 00
000033 02 01433 004 00 004 00 004 00
000042 02 01906 005 00 005 00 005 00
000109 02 02390 006 00 006 00 006 00
000121 02 02788 007 00 007 00 007 00
000028 02 03240 009 00 008 00 009 00
000095 02 03921 011 00 010 00 011 00
000281 02 04284 012 00 011 00 012 00
000130 02 04677 013 00 012 00 013 00
000137 02 05101 014 00 013 00 014 00
000221 02 05869 017 00 016 00 017 00
000075 02 06301 019 00 018 00 019 00
000146 02 06389 020 00 019 00 020 00
000034 02 06930 023 00 021 00 023 00
000006 02 07269 024 00 022 00 024 00
000272 02 07600 025 00 023 00 025 00
000396 02 07945 026 00 024 00 026 00
000178 02 08415 027 00 025 00 027 00
000187 02 08587 028 00 026 00 028 00
L     6 00 1 1 2 3
000423 01 00000 000 00 000 00 000 00
000259 01 00495 001 00 001 00 001 00
000055 01 00941 003 00 003 00 003 00
000033 01 01433 004 00 004 00 004 00
000042 01 01906 005 00 005 00 005 00
000109 01 02390 006 00 006 00 006 00
000121 01 02788 007 00 007 00 007 00
000028 01 03240 009 00 008 00 009 00
000095 01 03921 011 00 010 00 011 00
000281 01 04284 012 00 011 00 012 00
000130 01 04677 013 00 012 00 013 00
000137 01 05101 014 00 013 00 014 00
000221 01 05869 017 00 016 00 017 00
000075 01 06301 019 00 018 00 019 00
000342 01 06613 021 00 020 02 021 02
000166 01 06853 022 00 023 00 024 00
000502 01 07273 024 00 025 00 026 00
000298 01 07741 025 00 026 00 027 00
000169 01 08068 026 00 027 00 028 00
000335 01 08388 027 00 028 00 029 00
000376 01 08812 028 00 029 00 030 00
000147 01 09317 029 00 030 00 031 00
000395 01 09857 031 00 032 00 033 00
000373 01 10500 033 00 034 00 035 00
000310 01 11295 035 00 036 00 037 00
000358 01 11707 036 00 037 00 038 00
000279 01 12263 037 00 038 00 039 00
000097 01 12629 038 00 039 00 040 00
L     6 00 2 1 2 3
000097 02 00000 000 00 000 00 000 00
000279 02 00382 001 00 001 00 001 00
000358 02 00918 002 00 002 00 002 00
000310 02 01331 003 00 003 00 003 00
000373 02 02005 005 00 005 00 005 00
000395 02 02774 007 00 007 00 007 00
000147 02 03311 009 00 009 00 009 00
000376 02 03810 010 00 010 00 010 00
000335 02 04245 011 00 011 00 011 00
000169 02 04543 012 00 012 00 012 00
000298 02 04908 013 00 013 00 013 00
000502 02 05291 014 00 014 00 014 00
000166 02 05801 017 00 016 00 016 00
000342 02 06037 018 00 017 02 017 02
000075 02 06339 020 00 021 00 021 00
000221 03 06750 022 00 023 00 023 00
000137 02 07342 024 00 025 00 025 00
000130 02 07779 025 00 026 00 026 00
000281 02 08174 026 00 027 00 027 00
000095 02 08435 027 00 028 00 028 00
000028 02 09224 029 00 030 00 030 00
000121 02 09752 031 00 031 00 032 00
000109 03 10044 032 00 032 00 033 00
000042 02 10531 034 00 034 00 035 00
000033 02 11000 035 00 035 00 036 00
000055 02 11491 037 00 037 00 038 00
000259 02 11919 038 00 038 00 039 00
000423 02 12249 039 00 039 00 040 00
L     6 01 1 1 2 3
000423 01 00000 000 00 000 00 000 00
000259 01 00495 001 00 001 00 001 00
000055 01 00941 003 00 003 00 003 00
000033 01 01433 004 00 004 00 004 00
000042 01 01906 005 00 005 00 005 00
000109 01 02390 006 00 006 00 006 00
000121 01 02788 007 00 007 00 007 00
000028 01 03240 009 00 008 00 009 00
000095 01 03921 011 00 010 00 011 00
000281 01 04284 012 00 011 00 012 00
000130 01 04677 013 00 012 00 013 00
000137 01 05101 014 00 013 00 014 00
000221 01 05869 017 00 016 00 017 00
000075 01 06301 019 00 018 00 019 00
000342 01 06613 021 00 020 02 021 02
000166 03 06853 022 00 023 00 024 00
000010 01 07247 024 00 025 00 026 00
000338 01 07616 025 00 026 00 027 00
000217 01 07738 026 00 027 00 028 00
L     6 01 2 1 2 3
000217 02 00000 000 00 000 00 000 00
000338 02 00227 002 00 001 00 002 00
000010 02 00599 003 00 002 00 003 00
000166 02 01102 005 00 004 00 005 00
000342 02 01338 006 00 005 02 006 02
000075 02 01640 008 00 009 00 010 00
000221 03 02051 010 00 011 00 012 00
000137 02 02643 012 00 013 00 014 00
000130 02 03080 013 00 014 00 015 00
000281 02 03475 014 00 015 00 016 00
000095 02 03736 015 00 016 00 017 00
000028 02 04525 017 00 018 00 019 00
000121 02 05053 019 00 019 00 021 00
000109 03 05345 020 00 020 00 022 00
000042 02 05832 022 00 022 00 024 00
000033 02 06301 023 00 023 00 025 00
000055 02 06792 025 00 025 00 027 00
000259 02 07220 026 00 026 00 028 00
000423 02 07550 027 00 027 00 029 00
L    11 00 1 1 2
000303 11 00000 000 00 000 00
000353 11 00322 001 00 001 00
000207 11 00565 002 00 002 00
000415 11 01566 004 00 004 00
000414 11 01929 005 00 005 00
000132 11 02621 006 00 006 00
000325 11 03049 007 00 007 00
000331 11 03385 008 00 008 00
000439 11 03821 009 00 009 00
000360 11 04543 010 00 010 00
000361 11 04979 011 00 011 00
000320 11 05403 012 00 012 00
000192 11 05982 014 00 014 00
000355 11 06569 016 00 016 00
000328 11 06930 017 00 017 00
000286 11 07323 018 00 018 00
000338 11 07666 020 00 020 00
000161 16 08265 022 00 021 00
000046 11 08962 024 00 023 00
000260 11 09646 026 00 025 03
000088 11 10114 027 00 029 00
000178 11 10576 029 00 031 00
000187 11 10815 031 00 032 00
000061 11 11593 032 00 033 00
000197 11 11949 033 00 034 00
000469 11 12254 034 00 035 00
000364 11 12592 036 00 037 00
000363 11 13066 037 00 038 00
000343 11 13649 038 00 039 00
000451 11 13963 039 00 040 00
L    11 00 2 1 2
000451 12 00000 000 00 000 00
000343 12 00407 001 00 001 00
000363 12 00968 002 00 002 00
000364 12 01442 004 00 004 00
000469 12 01795 005 00 005 00
000197 12 02097 006 00 006 00
000061 12 02415 007 00 007 00
000178 12 03441 009 00 009 00
000180 12 03823 010 00 010 00
000396 12 04035 011 00 011 00
000088 12 04460 012 00 012 00
000221 12 04994 014 00 013 03
000137 12 05493 016 00 017 00
000161 14 06206 018 00 019 00
000338 12 06665 020 00 020 00
000286 12 06967 021 00 021 00
000328 12 07407 022 00 022 00
000355 12 07636 023 00 023 00
000192 12 08428 025 00 025 00
000320 12 08768 026 00 026 00
000361 12 09269 027 00 027 00
000360 12 09799 028 00 028 00
000439 12 10473 029 00 029 00
000331 12 10884 030 00 030 00
000325 12 11229 031 00 031 00
000132 12 11673 032 00 032 00
000414 12 12312 033 00 033 00
000415 12 12651 034 00 034 00
000207 12 13641 036 00 036 00
000353 12 13968 037 00 037 00
000138 12 14326 037 00 037 00
000303 12 14562 038 00 038 00
L    11 01 1 1 2
000321 11 00000 000 00 000 00
000132 11 01228 002 00 002 00
000325 11 01656 003 00 003 00
000331 11 01992 004 00 004 00
000439 11 02428 005 00 005 00
000360 11 03150 006 00 006 00
000361 11 03586 007 00 007 00
000320 11 04010 008 00 008 00
000192 11 04589 010 00 010 00
000355 11 05176 012 00 012 00
000328 11 05537 013 00 013 00
000286 11 05930 014 00 014 00
000338 11 06273 016 00 016 00
000161 16 06872 018 00 017 00
000046 11 07569 020 00 019 00
000260 11 08253 022 00 021 03
000088 11 08721 023 00 025 00
000178 11 09183 025 00 027 00
000187 11 09422 027 00 028 00
000061 11 10200 028 00 029 00
000197 11 10556 029 00 030 00
000469 11 10861 030 00 031 00
000364 11 11199 032 00 033 00
000363 11 11673 033 00 034 00
000343 11 12256 034 00 035 00
000451 11 12570 035 00 036 00
L    11 01 2 1 2
000451 12 00000 000 00 000 00
000343 12 00407 001 00 001 00
000363 12 00968 002 00 002 00
000364 12 01442 004 00 004 00
000469 12 01795 005 00 005 00
000197 12 02097 006 00 006 00
000061 12 02415 007 00 007 00
000178 12 03441 009 00 009 00
000180 12 03823 010 00 010 00
000396 12 04035 011 00 011 00
000088 12 04460 012 00 012 00
000221 12 04994 014 00 013 03
000137 12 05493 016 00 017 00
000161 14 06206 018 00 019 00
000338 12 06665 020 00 020 00
000286 12 06967 021 00 021 00
000328 12 07407 022 00 022 00
000355 12 07636 023 00 023 00
000192 12 08428 025 00 025 00
000320 12 08768 026 00 026 00
000361 12 09269 027 00 027 00
000360 12 09799 028 00 028 00
000439 12 10473 029 00 029 00
000331 12 10884 030 00 030 00
000325 12 11229 031 00 031 00
000132 12 11673 032 00 032 00
000321 12 12766 034 00 034 00
L    11 02 2 1 2
000451 12 00000 000 00 000 00
000343 12 00407 001 00 001 00
000363 12 00968 002 00 002 00
000364 12 01442 004 00 004 00
000469 12 01795 005 00 005 00
000197 12 02097 006 00 006 00
000061 12 02415 007 00 007 00
000178 12 03441 009 00 009 00
000180 12 03823 010 00 010 00
000396 12 04035 011 00 011 00
000088 12 04460 012 00 012 00
000221 12 04994 014 00 013 03
000137 12 05493 016 00 017 00
000161 14 06206 018 00 019 00
000338 12 06665 020 00 020 00
000286 12 06967 021 00 021 00
000328 12 07407 022 00 022 00
000355 12 07636 023 00 023 00
000192 12 08428 025 00 025 00
000320 12 08768 026 00 026 00
000361 12 09269 027 00 027 00
000393 12 09867 028 00 028 00
000231 12 10150 029 00 029 00
000360 12 10482 030 00 030 00
000439 12 11156 031 00 031 00
000331 12 11567 032 00 032 00
000325 12 11912 033 00 033 00
000132 12 12356 034 00 034 00
000414 12 12995 035 00 035 00
000415 12 13334 036 00 036 00
000207 12 14324 038 00 038 00
000353 12 14651 039 00 039 00
000138 12 15009 039 00 039 00
000303 12 15245 040 00 040 00
L    11 03 2 1 2
000451 12 00000 000 00 000 00
000343 12 00407 001 00 001 00
000363 12 00968 002 00 002 00
000364 12 01442 004 00 004 00
000469 12 01795 005 00 005 00
000197 12 02097 006 00 006 00
000061 12 02415 007 00 007 00
000178 12 03441 009 00 009 00
000180 12 03823 010 00 010 00
000396 12 04035 011 00 011 00
000088 12 04460 012 00 012 00
000221 12 04994 014 00 013 03
000137 12 05493 016 00 017 00
000161 14 06206 018 00 019 00
000338 12 06665 020 00 020 00
000286 12 06967 021 00 021 00
000328 12 07407 022 00 022 00
000355 12 07636 023 00 023 00
000192 12 08428 025 00 025 00
000320 12 08768 026 00 026 00
000361 12 09269 027 00 027 00
000393 12 09867 028 00 028 00
000231 12 10150 029 00 029 00
000360 12 10482 030 00 030 00
000439 12 11156 031 00 031 00
000331 12 11567 032 00 032 00
000325 12 11912 033 00 033 00
000132 12 12356 034 00 034 00
000321 12 13449 036 00 036 00
L    11 04 1 1
000303 11 00000 000 00
000353 11 00322 001 00
000207 11 00565 002 00
000415 11 01566 004 00
000414 11 01929 005 00
000132 11 02621 006 00
000325 11 03049 007 00
000331 11 03385 008 00
000439 11 03821 009 00
000360 11 04543 010 00
000361 11 04979 011 00
000320 11 05403 012 00
000192 11 05982 014 00
000355 11 06569 016 00
000328 11 06930 017 00
000286 11 07323 018 00
000338 11 07666 020 00
000161 16 08265 022 00
000046 11 08962 024 00
000342 15 10127 028 02
000260 11 11051 034 00
000088 11 11519 035 00
000178 11 11981 037 00
000187 11 12220 039 00
000061 11 12998 040 00
000197 11 13354 041 00
000364 11 13997 044 00
000363 11 14471 045 00
000343 11 15054 046 00
000451 11 15368 047 00
L    11 04 2 1
000451 12 00000 000 00
000343 12 00407 001 00
000363 12 00968 002 00
000364 12 01442 004 00
000197 12 02097 006 00
000061 12 02415 007 00
000178 12 03441 009 00
000180 12 03823 010 00
000396 12 04035 011 00
000088 12 04460 012 00
000221 13 04880 013 00
000342 16 05870 018 02
000221 12 06754 023 00
000137 12 07253 025 00
000161 14 07966 027 00
000338 12 08425 029 00
000286 12 08727 030 00
000328 12 09167 031 00
000355 12 09396 032 00
000192 12 10188 034 00
000320 12 10528 035 00
000361 12 11029 036 00
000360 12 11559 037 00
000439 12 12233 038 00
000331 12 12644 039 00
000325 12 12989 040 00
000132 12 13433 041 00
000414 12 14072 042 00
000415 12 14411 043 00
000207 12 15401 045 00
000353 12 15728 046 00
000138 12 16086 046 00
000303 12 16322 047 00
L    11 05 2 1 2
000451 12 00000 000 00 000 00
000343 12 00407 001 00 001 00
000363 12 00968 002 00 002 00
000364 12 01442 004 00 004 00
000469 12 01795 005 00 005 00
000197 12 02097 006 00 006 00
000061 12 02415 007 00 007 00
000178 12 03441 009 00 009 00
000180 12 03823 010 00 010 00
000396 12 04035 011 00 011 00
000088 12 04460 012 00 012 00
000221 12 04994 014 00 013 03
000137 12 05493 016 00 017 00
000161 14 06206 018 00 019 00
000338 12 06665 020 00 020 00
000286 12 06967 021 00 021 00
000328 12 07407 022 00 022 00
000355 12 07636 023 00 023 00
000192 12 08428 025 00 025 00
000320 12 08768 026 00 026 00
000361 12 09269 027 00 027 00
000393 12 09867 028 00 028 00
000231 12 10150 029 00 029 00
000360 12 10482 030 00 030 00
000439 12 11156 031 00 031 00
000331 12 11567 032 00 032 00
000325 12 11912 033 00 033 00
000132 12 12356 034 00 034 00
000321 12 13449 036 00 036 00
000414 12 15316 038 00 038 00
000415 12 15655 039 00 039 00
000207 12 16645 041 00 041 00
000353 12 16972 042 00 042 00
000138 12 17330 042 00 042 00
000303 12 17566 043 00 043 00
L    12 00 1 1 2 3
000148 11 00000 000 00 000 00 000 00
000057 11 00284 001 00 001 00 001 00
000136 11 00820 002 00 002 00 002 00
000032 11 01223 004 00 004 00 004 00
000314 11 01795 005 00 005 00 005 00
000291 11 02314 006 00 006 00 006 00
000122 11 02714 007 00 007 00 007 00
000162 11 03131 008 00 008 00 008 00
000130 11 03620 009 00 009 00 009 00
000161 15 04399 012 00 011 00 011 00
000015 11 04711 014 00 013 00 013 00
000137 11 05048 015 00 014 00 014 00
000300 11 05439 016 00 015 00 015 00
000342 11 05924 018 00 017 02 017 02
000394 13 06229 019 00 020 00 020 00
000006 11 06803 021 00 021 00 022 00
000272 11 07234 022 00 022 00 023 00
000285 11 07575 023 00 023 00 024 00
000004 11 08069 025 00 025 00 026 00
000179 11 08583 026 00 026 00 027 00
000255 11 08907 027 00 027 00 028 00
000079 11 09403 028 00 028 00 029 00
000344 11 10299 030 00 030 00 031 00
000280 11 10682 031 00 031 00 032 00
000228 11 10915 032 00 032 00 033 00
000101 11 11213 033 00 033 00 034 00
000185 11 12191 035 00 034 00 036 00
000451 13 12690 037 00 035 00 038 00
000227 11 13048 038 00 036 00 039 00
000307 11 13483 039 00 037 00 040 00
000193 11 14164 041 00 039 00 042 00
000029 11 14650 042 00 040 00 043 00
L    12 00 2 1 2 3
000029 12 00000 000 00 000 00 000 00
000209 12 00530 002 00 002 00 002 00
000307 12 01291 004 00 004 00 004 00
000227 12 01818 004 00 004 00 004 00
000451 12 02065 005 00 005 00 005 00
000185 12 02539 007 00 007 00 007 00
000101 12 03569 009 00 009 00 009 00
000228 12 03803 010 00 010 00 010 00
000280 12 04106 011 00 011 00 011 00
000344 12 04515 012 00 012 00 012 00
000079 12 05385 014 00 014 00 014 00
000255 12 05960 015 00 015 00 015 00
000179 12 06330 016 00 016 00 016 00
000004 12 06814 017 00 017 00 017 00
000285 12 07304 019 00 018 00 018 00
000272 12 07533 020 00 019 00 019 00
000006 12 07972 021 00 020 00 020 00
000394 14 08570 023 00 021 00 022 00
000342 12 09023 025 00 023 02 024 02
000322 12 09297 026 00 026 00 027 00
000315 12 09575 027 00 027 00 028 00
000015 12 09970 028 00 028 00 029 00
000161 16 10269 029 00 029 00 030 00
000130 12 10812 032 00 031 00 033 00
000162 12 11197 034 00 033 00 035 00
000122 12 11709 035 00 034 00 036 00
000291 12 12094 036 00 035 00 037 00
000314 12 12544 037 00 036 00 038 00
000032 12 12954 038 00 037 00 039 00
000136 12 13380 039 00 038 00 040 00
000057 12 14046 040 00 039 00 041 00
000148 12 14251 041 00 040 00 042 00
L    12 01 1 1 2 3
000148 11 00000 000 00 000 00 000 00
000057 11 00284 001 00 001 00 001 00
000136 11 00820 002 00 002 00 002 00
000032 11 01223 004 00 004 00 004 00
000314 11 01795 005 00 005 00 005 00
000291 11 02314 006 00 006 00 006 00
000122 11 02714 007 00 007 00 007 00
000162 11 03131 008 00 008 00 008 00
000130 11 03620 009 00 009 00 009 00
000161 15 04399 012 00 011 00 011 00
000015 11 04711 014 00 013 00 013 00
000137 11 05048 015 00 014 00 014 00
000300 11 05439 016 00 015 00 015 00
000342 11 05924 018 00 017 02 017 02
000394 13 06229 019 00 020 00 020 00
000006 11 06803 021 00 021 00 022 00
000272 11 07234 022 00 022 00 023 00
000285 11 07575 023 00 023 00 024 00
000004 11 08069 025 00 025 00 026 00
000179 11 08583 026 00 026 00 027 00
000255 11 08907 027 00 027 00 028 00
000079 11 09403 028 00 028 00 029 00
000344 11 10299 030 00 030 00 031 00
000280 11 10682 031 00 031 00 032 00
000228 11 10915 032 00 032 00 033 00
000101 11 11213 033 00 033 00 034 00
000185 11 12191 035 00 034 00 036 00
000451 11 12810 037 00 035 00 038 00
L    12 01 2 1 2 3
000029 12 00000 000 00 000 00 000 00
000209 12 00530 002 00 002 00 002 00
000307 12 01291 004 00 004 00 004 00
000227 12 01818 004 00 004 00 004 00
000451 12 02065 005 00 005 00 005 00
000185 12 02539 007 00 007 00 007 00
000101 12 03569 009 00 009 00 009 00
000228 12 03803 010 00 010 00 010 00
000280 12 04106 011 00 011 00 011 00
000344 12 04515 012 00 012 00 012 00
000079 12 05385 014 00 014 00 014 00
000255 12 05960 015 00 015 00 015 00
000179 12 06330 016 00 016 00 016 00
000004 12 06814 017 00 017 00 017 00
000285 12 07304 019 00 018 00 018 00
000272 12 07533 020 00 019 00 019 00
000006 12 07972 021 00 020 00 020 00
000394 14 08570 023 00 021 00 022 00
000342 12 09023 025 00 023 02 024 02
000322 12 09297 026 00 026 00 027 00
000315 12 09575 027 00 027 00 028 00
000015 12 09970 028 00 028 00 029 00
000161 16 10269 029 00 029 00 030 00
000130 13 10812 032 00 031 00 033 00
L    12 02 1 1 2 3
000148 11 00000 000 00 000 00 000 00
000057 11 00284 001 00 001 00 001 00
000136 11 00820 002 00 002 00 002 00
000032 11 01223 004 00 004 00 004 00
000314 11 01795 005 00 005 00 005 00
000291 11 02314 006 00 006 00 006 00
000122 11 02714 007 00 007 00 007 00
000162 11 03131 008 00 008 00 008 00
000130 11 03620 009 00 009 00 009 00
000161 15 04399 012 00 011 00 011 00
000015 11 04711 014 00 013 00 013 00
000137 11 05048 015 00 014 00 014 00
000300 11 05439 016 00 015 00 015 00
000342 11 05924 018 00 017 02 017 02
000394 13 06229 019 00 020 00 020 00
000006 11 06803 021 00 021 00 022 00
000272 11 07234 022 00 022 00 023 00
000285 11 07575 023 00 023 00 024 00
000004 11 08069 025 00 025 00 026 00
